objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,cosponsor,type,zip,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,nophotoidrequired,noregistrationrequired,restrictedaccessonlymembers,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,incomemaximumforeligibility,deliveryavailable,preparedmeals,groceryitems,fresh_produce,languagesspokenotherthanengl,otherservicesprovideddiaper,otherservicesprovidedbabyf,otherservicesprovidedfinanc,otherservicesprovidedclothi,otherservicesprovided,metro,bus,store_type,frequency_visit,year_round,weekends,open_afterhrs,restrictions,access
4931,Lideta Market,1607 S Glebe Rd,,Arlington,VA,22204,ARLINGTON,498.6814,95.325447,38.890587,-77.119003,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
6699,Asni Inc,1045 S Edgewood St,,Arlington,VA,22204,ARLINGTON,2855.9011,100,38.862259,-77.086182,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
7070,Ft Myers Commissary 2518,523 Carpenter Rd,,Fort Myer,VA,22211,ARLINGTON,4533965.5,60,38.886948,-77.078209,Relaxed;Soundex,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,0,,,,,,,,,Misc,,,Unknown times,,,
9530,Arlington Mill Farmers Market,909 S Dinwiddie St,,Arlington,VA,22204,ARLINGTON,2260.2388,100,38.85667,-77.11264,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
10983,Target Store 3210,1500 Wilson Blvd,,Rosslyn,VA,22209,ARLINGTON,4595.1108,96,38.894348,-77.074356,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
11778,Bangla Bazar,5149 Lee Hwy,,Arlington,VA,22207,ARLINGTON,3334.8015,100,38.896427,-77.13224,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
14024,Giant Food 748,2901-11 S Glebe Rd,,Arlington,VA,22206,ARLINGTON,14538.319,96.633133,38.845398,-77.068916,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
14025,Giant Food 771,3115 Lee Hwy,,Arlington,VA,22201,ARLINGTON,16184.268,100,38.896622,-77.096313,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
14027,Safeway  764,2500 N Harrison St,,Arlington,VA,22207,ARLINGTON,9272.666,100,38.896851,-77.13942,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
14028,Safeway  1358,5101 Wilson Blvd,,Arlington,VA,22205,ARLINGTON,9480.2383,100,38.878052,-77.123154,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
15975,Arlington Grocery,2524 Columbia Pike,,Arlington,VA,22204,ARLINGTON,2117.2656,97.928993,38.863152,-77.08432,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
16460,Super Giant 0774,2501 9th Rd S,,Arlington,VA,22204,ARLINGTON,6433.0645,94.08284,38.864647,-77.08461,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
26484,Trader Joes 640,1109 N Highland St,,Arlington,VA,22201,ARLINGTON,2191.7957,100,38.886417,-77.094772,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
26615,Asia Halal Supermarket,5171 Lee Hwy,,Arlington,VA,22207,ARLINGTON,2746.7603,100,38.896423,-77.132843,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
39508,Brook Market,2522 Columbia Pike,,Arlington,VA,22204,ARLINGTON,2117.2656,97.928993,38.863159,-77.084305,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,0,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
42019,El Latino & African Market 1,4611 Columbia Pike,,Arlington,VA,22204,ARLINGTON,897.84906,99,38.857506,-77.107147,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
48638,Megamart Express,5001 Columbia Pike,,Arlington,VA,22204,ARLINGTON,1940.9834,100,38.855824,-77.112625,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
51163,Columbia Pike Farmers Market,2820 Columbia Pike,,Arlington,VA,22204,ARLINGTON,4283.5166,99,38.862133,-77.086594,Relaxed,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
60582,Safeway  1048,1525 Wilson Blvd,,Arlington,VA,22209,ARLINGTON,6858.3232,100,38.895096,-77.075317,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
61378,Freshfarm Rosslyn Market,1201 Wilson Blvd,,Arlington,VA,22209,ARLINGTON,1523.7686,100,38.89518,-77.070808,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
61693,Glebe Market,300 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,1888.3835,100,38.873833,-77.105202,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
61695,Safeway  4007,3713 Lee Hwy,,Arlington,VA,22207,ARLINGTON,12345.32,100,38.896671,-77.1054,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
66806,Whole Foods Market 10042,2700 Wilson Blvd,,Arlington,VA,22201,ARLINGTON,1236.9257,100,38.88924,-77.090897,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
90453,Freshfarm Arlington Courthouse Farmers Market N/A,1425 N Courthouse Rd,,Arlington,VA,22201,ARLINGTON,6058556.5,60,38.887344,-77.098839,Relaxed;Soundex,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
97864,Harris Teeter 235,4250 Campbell Ave,,Arlington,VA,22206,ARLINGTON,3090.1001,100,38.841587,-77.089912,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
108652,Harris Teeter 83,900 Army Navy Dr,,Arlington,VA,22202,ARLINGTON,10262343,60,38.86134,-77.05674,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
128508,Harris Teeter 262,3600 S Glebe Rd,Suite W100,Arlington,VA,22202,ARLINGTON,724.42035,100,38.842598,-77.052773,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
150063,Harris Teeter 371,950 S George Mason Dr,,Arlington,VA,22204,ARLINGTON,10419.438,100,38.860115,-77.102348,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
155220,Harris Teeter 086,600 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,14106.305,100,38.876427,-77.110275,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
155437,Costco Wholesale 0233,1200 S Fern St,,Arlington,VA,22202,ARLINGTON,67530.891,100,38.861366,-77.057869,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
159600,Asia Market,5143 Lee Hwy,,Arlington,VA,22207,ARLINGTON,214.80977,100,38.896679,-77.13195,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
161942,New Start Cares Llc,610 S Carlin Springs Rd,Apt 153,Arlington,VA,22204,ARLINGTON,11846.209,100,38.860336,-77.128197,Exact,SNAP-retailer,1,,,Misc,,,,,,,,,,,,,,,,,,0,,,,,,,,,Misc,,,Unknown times,,,
174518,Ballston Freshfarm Market,901 N Taylor St,,Arlington,VA,22203,ARLINGTON,5087.0073,96.00592,38.881142,-77.112495,Relaxed,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
183462,Harris Teeter  23,2425 N Harrison St,,Arlington,VA,22207,ARLINGTON,23334.52,100,38.897209,-77.138115,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
190438,Mom'S Organic Market 14,1901 N Veitch St,,Arlington,VA,22201,ARLINGTON,2328.4502,100,38.896019,-77.086441,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
212595,Giant Food 743,3450 Washington Blvd,,Arlington,VA,22201,ARLINGTON,3686.875,100,38.885643,-77.102966,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
214665,Lucky Seven Food Mart,3215 24th St S,,Arlington,VA,22206,ARLINGTON,1601.3018,100,38.848637,-77.08419,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
220861,Crystal City Freshfarm Market,1800 Crystal Drive,,Arlington,VA,22202,ARLINGTON,3921.4578,100,38.857697,-77.049332,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
234200,Whole Foods Market 10531,520 12th St S,Ste 100,Arlington,VA,22202,ARLINGTON,5834.0771,100,38.862621,-77.056976,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
235206,Harris Teeter 413,4550 King Street,,Alexandria,VA,22203,ARLINGTON,3973846.5,60,38.875126,-77.119606,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
240659,Target Store T3257,740 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,3338.5278,100,38.879482,-77.113098,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
1,Afac Headquarters,2708 S. Nelson St,,,VA,,ARLINGTON,,,38.844166,-77.088821,,Charitable food-site,0,AFAC,,Food pantry,22206,Open Mon-Sat. Participants can visit once per week.,Unknown,"Mon - Fri 9:30 AM - 1 PM, Thurs 6-7PM, Sat 9-11 AM",Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from. Deliveries available to elderly, dis","Open to all Arlington residents. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS, APS social worker, or other social service agency to visit weekly.",0,0,0,0,0,0,0,1,0,1,1,Spanish,0,,0,0,0,,"ART 72, 75, 77; Metrobus 7, 22A,  23A",Misc,Weekly or more frequent,Open year-round,Yes,Open at or after 5:00 PM,Open to all,Open to all
2,Clarendon United Methodist Church,606 N. Irving St,,,VA,,ARLINGTON,,,38.88026,-77.096512,,Charitable food-site,0,AFAC,,Food pantry,22201,Weekly,Saturday,8:30 - 10:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.","Open to all Arlington residents. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS, APS social worker, or other social service agency to visit weekly.",0,0,0,0,0,0,0,0,0,1,1,Spanish,0,,0,0,0,"Clarendon, Virginia Square","ART 41, 42, 77; Metrobus 4B, 38B",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,Yes,Open typical business hours,Open to all,Open to all
3,Claridge House Senior Apartments,1500 S Fern St,,,VA,,ARLINGTON,,,38.859676,-77.056206,,Charitable food-site,0,AFAC,,Food pantry,22202,Weekly,Monday,10:30 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Claridge House Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Aging & Disability Services (DHS) to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,,0,,0,0,0,"PentagonCity, Crystal City","ART 43, 87; Metrobus 10A, 23A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
4,Hunters Park Senior Apartments (Ahc),2021 N. Nelson St,,,VA,,ARLINGTON,,,38.895271,-77.105171,,Charitable food-site,0,AFAC,,Food pantry,22207,Weekly,Tuesday,11 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Hunter's Park Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,Spanish,0,,0,0,0,,ART 55,Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
5,Woodland Hill Senior Apartments,610 S. Carlin Springs Rd.,,,VA,,ARLINGTON,,,38.860336,-77.128197,,Charitable food-site,0,AFAC,,Food pantry,22204,Weekly,Tuesday,12:30 - 2:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Woodland Hill Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Woodland Hill Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,Vietnamese,0,,0,0,0,,"ART 45, 75; Metrobus 4B 16G, 25B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
6,The Carlin Senior Apartments,4300 N Carlin Springs Rd,,,VA,,ARLINGTON,,,38.877556,-77.111931,,Charitable food-site,0,AFAC,,Food pantry,22203,Weekly,Thursday,11 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of The Carlin Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from The Carlin Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,,0,,0,0,0,Ballston,"ART 41, 42, 51, 52, 72, 75; Metrobus 1A, 2A, 4B, 10B, 22A, 25B, 38B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
7,Culpepper Gardens Senior Apartments,4435 N Pershing Dr,,,VA,,ARLINGTON,,,38.870239,-77.110382,,Charitable food-site,0,AFAC,,Food pantry,22203,Every other week,Friday,12:30 - 2 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Culpepper Gardens Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Culpepper Gardens Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,,0,,0,0,0,,"ART 41,72; Metrobus 4B, 10B, 22A, 23A",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
8,Arlington Mill Community Center (Cop),909 S Dinwiddie St,,,VA,,ARLINGTON,,,38.85667,-77.11264,,Charitable food-site,0,AFAC,,Food pantry,22204,Weekly,Monday,9:30 - 11:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.  Diapers provided at this location,",Open to all residents of the Arlington Mill and Barcroft neighborhoods. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS Community Outreach Program to visit this location weekly.,0,0,0,0,0,0,0,0,0,1,1,"Spanish, Arabic",1,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
9,Columbia Hills & Columbia Grove Apartments (Apah),1010 S. Frederick St.,,,VA,,ARLINGTON,,,38.853779,-77.115067,,Charitable food-site,0,AFAC,,Food pantry,22204,Weekly,Tuesday,1:30 - 3:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to APAH residents who live at Columbia Hills or Columbia Grove properties. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from APAH to visit this location weekly.,1,0,0,1,0,0,0,1,0,1,1,Spanish,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A, 25B, 28A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
10,The Apex Apartments (Ahc),2910 S. Glebe Rd,,,VA,,ARLINGTON,,,38.844696,-77.069435,,Charitable food-site,0,AFAC,,Food pantry,22206,Weekly,Wednesday,9 - 11 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to AHC residents who live at The Apex. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,Spanish,0,,0,0,0,,"ART 87; Metrobus 10A/B, 23A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
11,Whitefield Csc (Wesley Housing),106 N. Thomas St.,,,VA,,ARLINGTON,,,38.871006,-77.104752,,Charitable food-site,0,AFAC,,Food pantry,22203,Weekly,Wednesday,10 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to Wesley Housing residents who live at Whitefield or Colonial Village apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Wesley Housing to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41,72; Metrobus 4B, 10B, 22A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
12,Woodbury Park & The Frederick Apartments (Ahc),2306 11th St N,,,VA,,ARLINGTON,,,38.884693,-77.087158,,Charitable food-site,0,AFAC,,Food pantry,22201,Weekly,Thursday,9:30 - 11:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to AHC residents who live at Woodbury Park & The Frederick apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,Spanish,0,,0,0,0,"Clarendon, Courthouse","ART 41, 42, 45,77; Metrobus 4B, 38B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
13,Marbella Apartments (Apah),1301 N. Queen St,,,VA,,ARLINGTON,,,38.889278,-77.077286,,Charitable food-site,0,AFAC,,Food pantry,22209,Weekly,Thursday,1:30 - 3:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.","Open to APAH residents who live at Marbella, Courthouse Crossing, and Parc Rosslyn Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from APAH to visit this location weekly.",1,0,0,1,0,0,0,1,0,1,1,Spanish,0,,0,0,0,Courthouse,"ART 41, 45, 47; Metrobus 4B, 38B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
14,Gates Of Ballston Apartments (Ahc/Cop),4108 4th St N,,,VA,,ARLINGTON,,,38.875378,-77.107491,,Charitable food-site,0,AFAC,,Food pantry,22203,Weekly,Friday,11:30 AM - 2:00 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to all residents of the Buckingham. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS Community Outreach Program or AHC Resident Services to visit this location weekly.,1,0,0,0,0,0,0,0,0,1,1,Spanish,0,,0,0,0,,"ART 41, 42, 72, 75; Metrobus 1A, 4B, 10B, 22A, 23A, 25B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
15,Community Church Of God,790 South Carlin Springs Road,,,VA,,ARLINGTON,,,38.857002,-77.125969,,Charitable food-site,0,Arlington Bridge Builders,,Food pantry,22204,3 times weekly. Participants can come once a week.,"Wed, Thurs, Sat",10 AM - 5 PM,Year-round,Visitors receive a box worth of pantry staples. Occasionally other items such as meat and vegetables are available. Families can come weekly as needed. Call or text the food pantry manager to set up an appointment or arrange for delivery if needed.,Open to all,0,1,0,0,0,0,0,1,0,1,0,Spanish,0,,1,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 25B, 28A",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,Yes,Open typical business hours,Open to all,Open to all
