objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,cosponsor,type,zip,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,nophotoidrequired,noregistrationrequired,restrictedaccessonlymembers,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,incomemaximumforeligibility,deliveryavailable,preparedmeals,groceryitems,fresh_produce,languagesspokenotherthanengl,otherservicesprovideddiaper,otherservicesprovidedbabyf,otherservicesprovidedfinanc,otherservicesprovidedclothi,otherservicesprovided,metro,bus,store_type,frequency_visit,year_round,weekends,open_afterhrs,restrictions,access
16,Courthouse Parking Lot,1400 N. Courthouse Rd.,,,VA,,ARLINGTON,,,38.887344,-77.098839,,Charitable food-site,1,Arlington Courthouse Farmer's Market,FreshFarm,Discount grocery pick-up site,22201,Weekly,Saturday,9AM-12PM Jan-Mar and 8:30-12:30 Apr-Dec,Year-round,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.","Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,Courthouse,"ART 41, 43, 45, 55, 77; Metrobus 4B, 38B",Misc,Weekly or more frequent,Open year-round,Yes,Open typical business hours,SNAP requirement,Requires having SNAP
17,Salvation Army Of Arlington,518 S. Glebe Rd,,,VA,,ARLINGTON,,,38.866905,-77.095543,,Charitable food-site,0,Arlington Salvation Army,,Food pantry,22204,Weekly. Participants can come once a month,Thursday,9:30-11:30 AM and 1:30-3:30 PM,Year-round,"Regular offerings include cereal, rice, beans, canned vegetables, pasta. Occasionally also have protein, eggs, and fresh produce. Registered clients can come once per month. Also provides diapers.","Bring photo ID on first visit, and fill out an application. Must live in Virginia. To receive diapers, bring an identification for the child (birth certificate, social security card, insurance card, etc.)",0,0,0,0,0,0,0,0,0,1,1,,1,,1,0,0,,"ART 41, 77; Metrobus 10B 23A/B/T",Misc,Less than weekly,Open year-round,No,Open typical business hours,Open to all,Open to all
18,Welburn Square,901 N Taylor St,,,VA,,ARLINGTON,,,38.875126,-77.119606,,Charitable food-site,1,Ballston Farmer's Market,FreshFarm,Discount grocery pick-up site,22203,Weekly,Thursday,3 - 7 PM,April 1 - Nov. 18,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.","Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,0,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 42, 51; Metrobus 1A, 2A, 10B, 22A, 23A/B/T, 25B, 38B",Misc,Weekly or more frequent,Not open year-round,No,Open at or after 5:00 PM,SNAP requirement,Requires having SNAP
19,Arlington Mill Community Center,909 S Dinwiddie St,,,VA,,ARLINGTON,,,38.85667,-77.11264,,Charitable food-site,0,Capital Area Food Bank,,Food pantry,22204,Monthly,3rd Saturday of the month, 9:00 AM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Less than weekly,Open year-round,Yes,Open typical business hours,Open to all,Open to all
20,Women'S Club Of Arlington,700 S Buchanan St,,,VA,,ARLINGTON,,,38.860413,-77.110497,,Charitable food-site,0,Capital Area Food Bank,Communities in Schools of Northern Virginia,Food pantry,22204,Monthly,2nd Thursday of the month,3 - 5 PM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,Spanish,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Less than weekly,Open year-round,No,Open typical business hours,Open to all,Open to all
21,Joint Base Myer-Henderson Hall Community Center,228 McNair Rd,,,VA,,ARLINGTON,,,38.879772,-77.080238,,Charitable food-site,0,Capital Area Food Bank,USO,Food pantry,22211,Monthly,3rd Thursday of the Month,"11:30 AM-1:30 PM
11:30 AM - 12:30 PM Active Duty
12:30 - 1:30 PM Retirees, veterans, and families",Year-round,Fresh produce and shelf stable pantry items,"Active Duty military, veterans and their families. Must show ID to get on post.",1,0,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 42, 47 (across Rt. 50)",Misc,Less than weekly,Open year-round,No,Open typical business hours,Veterans only or other restriction,Another restriction
22,Mt. Olive Baptist Church,1601 13th Rd. S,,,VA,,ARLINGTON,,,38.86256,-77.070778,,Charitable food-site,0,Capital Area Food Bank,,Food pantry,22204,Monthly,3rd Saturday of the month,10 AM - 2 PM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 42; Metrobus 16A/C/E/G/H,",Church/Mosque/Community Center,Less than weekly,Open year-round,Yes,Open typical business hours,Open to all,Open to all
23,Lockwood Elmwood House Apartments,600 N Madison St,,,VA,,ARLINGTON,,,38.869762,-77.141731,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22203,Monthly,3rd Tuesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,1,0,1,1,0,0,1,1,,0,,0,0,0,,"Metrobus 1A, 4B",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
24,Colonial Village West,2111 Key Blvd,,,VA,,ARLINGTON,,,38.893799,-77.084938,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22201,Monthly,3rd Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,Courthouse,"ART 55, Metrobus 4B, 38B",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
25,Hunters Park Senior Apartments (Ahc),2021 N. Nelson St,,,VA,,ARLINGTON,,,38.895271,-77.105171,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22207,Monthly,3rd Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,ART 55,Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
26,Harvey Hall Apartments,860 S Greenbrier St,,,VA,,ARLINGTON,,,38.855247,-77.118454,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22204,Monthly,4th Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,"ART 41, 45; Metrobus 16A/C/E/G/H, 25B, 28A",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
27,The Shelton (Ahc),3215 24th St S,,,VA,,ARLINGTON,,,38.848637,-77.08419,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22206,Monthly,4th Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,"ART 75, 77, 84, 87; Metrobus 10B, 23A/B/T",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
28,Fillmore Shopping Center Parking Lot,2705 Columbia Pike,,,VA,,ARLINGTON,,,38.862965,-77.085815,,Charitable food-site,1,Columbia Pike Farmer's Market,CPRO,Discount grocery pick-up site,22204,Weekly,Sunday,8:30 - 11:30 AM,Year-round,The Columbia Pike Farmers Market partners with the INOVA Health Foundation to provide the SNAP Double Dollars Program. Shoppers using their Viriginia EBT card can receive up to $20 in matching funds for use at the market.,"Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 42, 45, 77; Metrobus 16A/C/E/G, 23A/B/T",Misc,Weekly or more frequent,Open year-round,Yes,Open typical business hours,SNAP requirement,Requires having SNAP
29,Arlington Community High School,800 S Walter Reed Dr,,,VA,,ARLINGTON,,,38.865772,-77.087799,,Charitable food-site,0,Communities in Schools NOVA,"Wakefield HS, Gunston MS, Arlington Community HS",Food pantry,22204,Monthly,Mondays,2 - 5 PM,Year-round,A bag of mostly shelf-stable food.,"Families of students at Wakefield HS, Gunston MS, or Arlington Community High School given preference.",1,0,0,0,1,0,0,0,0,1,0,Spanish,0,,0,0,0,,,School,Less than weekly,Open year-round,No,Open typical business hours,Serving children only,Open to children/elders only
30,Crystal City Courtyard Green,2011 Crystal Dr,,,VA,,ARLINGTON,,,38.856003,-77.049217,,Charitable food-site,1,Crystal City Farmer's Market,FreshFarm,Discount grocery pick-up site,22202,Weekly,Tuesday,3 - 7 PM,April 6 - Nov. 23,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.","Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,Crystal City,"ART 43; Metrobus 10A, 23A/B",Misc,Weekly or more frequent,Not open year-round,No,Open at or after 5:00 PM,SNAP requirement,Requires having SNAP
31,Dar Al-Hijrah Islamic Center,3159 Row St.,,,VA,,ARLINGTON,,,38.861992,-77.146835,,Charitable food-site,0,Dar Al-Hijrah Islamic Center,,Food pantry,22044,Weekly,Thursday,9 - 11 AM,Year-round,"Supplemental groceries usually including bread, produce, shelf-stable food items and halal meat.",Open to All,0,1,0,0,0,0,0,1,0,1,1,Arabic,0,,1,1,0,,"Metrobus 1A, 4B, 28A",Misc,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
32,Columbia Knoll Condos,750 S Dickerson St,,,VA,,ARLINGTON,,,38.858624,-77.114998,,Charitable food-site,0,Food For Others,,Food pantry,22204,Twice weekly,"Monday, Tuesday", 6:00 PM,Year-round,Produce donated from grocery stores and shelf stable pantry items.,Open to all,0,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Apartments,Weekly or more frequent,Open year-round,No,Open at or after 5:00 PM,Open to all,Open to all
33,Barcroft Recycling Center Parking Lot,Corner of Columbia Pike & Four Mile Run Dr/South Buchanan St.,,,VA,,ARLINGTON,,,38.859707,-77.095604,,Charitable food-site,0,Food For Others,,Food pantry,22204,Twice weekly,"Monday, Tuesday", 6:30 PM,Year-round,Produce donated from grocery stores and shelf stable pantry items.,Open to all,0,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 45; Metrobus 16A/C/E/G/H, 22A",Misc,Weekly or more frequent,Open year-round,No,Open at or after 5:00 PM,Open to all,Open to all
34,Gunston Middle School (Entrance Near Soccer Field),2700 S Lang St,,,VA,,ARLINGTON,,,38.848228,-77.06736,,Charitable food-site,0,Food For Others,,Food pantry,22206,Weekly,Tuesday, 6:00 PM,Year-round,Produce donated from grocery stores and shelf stable pantry items.,Open to all,0,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 87; Metrobus 10A/B, 23A/B",School,Weekly or more frequent,Open year-round,No,Open at or after 5:00 PM,Open to all,Open to all
37,Baitul Mukarram Masjid,2116 South Nelson Street,,,VA,,ARLINGTON,,,38.849388,-77.090324,,Charitable food-site,0,ICNA Relief,,Food pantry,22204,Monthly,2nd Friday of the month,1 - 2 PM,Year-round,,Open to all,0,1,0,0,0,0,0,0,0,1,0,Arabic,0,,0,0,0,,"ART 77, 84; Metrobus 10B, 23A/B/T",Church/Mosque/Community Center,Less than weekly,Open year-round,No,Open typical business hours,Open to all,Open to all
38,Dhic,824 S. Quincy St.,,,VA,,ARLINGTON,,,38.862068,-77.09993,,Charitable food-site,0,ICNA Relief,,Food pantry,22204,Monthly,1st Friday of the month,1 - 2 PM,Year-round,,Open to all,0,1,0,0,0,0,0,0,0,1,0,Arabic,0,,0,0,0,,"ART 41, 45, 72; Metrobus 16A/C/E/G/H, 22A, 23A/B/T",Church/Mosque/Community Center,Less than weekly,Open year-round,No,Open typical business hours,Open to all,Open to all
39,Harvey Hall,860 S Greenbrier St,,,VA,,ARLINGTON,,,38.855247,-77.118454,,Charitable food-site,0,Kenmore Wednesday Moms,,Food pantry,22204,Monthly,Last Friday of the month,By appointment,Year-round,"Regular offerings include rice, beans, corn flour, and oil.",Call Janeth to get added to the list.,0,1,0,0,0,0,0,1,0,1,0,Spanish,0,,0,0,0,,"ART 41, 45; Metrobus 16A/C/E/G/H, 25B, 28A",Apartments,Less than weekly,Open year-round,No,By appointment,Open to all,Open to all
40,Central Library,1015 N. Quincy St,,,VA,,ARLINGTON,,,38.883347,-77.107765,,Charitable food-site,0,Little Free Pantry,,Food pantry,22201,NA,Unknown,Unknown,Year-round,Container outside Central Library is stocked with shelf-stable foods. Take what you need.,None. Open to all,0,1,1,0,0,0,0,0,0,1,0,,0,,0,0,0,,"ART 42, 51, 52, 72, 75; Metrobus 1A, 2A, 10B, 22A, 23A/B/T, 25B 38B",Misc,NIS,Open year-round,NIS,Open typical business hours,Open to all,Open to all
41,Lomax Ame Zion Church,2704 24th Rd S,,,VA,,ARLINGTON,,,38.847946,-77.081642,,Charitable food-site,0,LOMAX AME Zion Church,,Food pantry,22206,By Appointment,By Appointment,By Appointment,Year-round,Shelf stable food items.,Open to all,0,1,1,0,0,0,0,0,0,1,0,,0,,0,0,0,,"ART 75, 84, 87/A/P; Metrobus 10B, 23A/B/T",Church/Mosque/Community Center,Other frequency,Open year-round,Yes,By appointment,Open to all,Open to all
42,Our Lady Queen Of Peace Catholic Church,2700 19th St S,,,VA,,ARLINGTON,,,38.854359,-77.082886,,Charitable food-site,0,Our Lady Queen of Peace Catholic Church,,Food pantry,22204,Weekly,Wednesday,8:30-11:30 AM,Year-round,"Regular offerings include rice, beans, pasta, pasta sauce, mac & cheese. Alternating weeks also provides oil and eggs or corn flour (maseca) and tuna. Fresh produce provided when available. Also have Gabriel Program w/ services for pregnant/new parents an",Open to all,0,0,1,0,0,0,0,1,0,1,1,Spanish,1,,1,1,1,,"ART 77, 84; Metrobus 10B, 23A/B/T",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
44,The Shelton (Ahc),3215 24th St S,,,VA,,ARLINGTON,,,38.848637,-77.08419,,Charitable food-site,0,Real Food For Kids,AHC,Produce Kits,22206,Weekly,Thursday, 4:30 PM,Year-round,Plant-based meals for the whole family made by restaurant chefs.,Open to AHC residents at this location. Contact AHC resident services to enroll.,1,1,0,1,0,0,0,1,1,0,0,Spanish,0,,0,0,0,,"ART 75, 77, 84, 87; Metrobus 10B, 23A/B/T",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
45,The Serrano (Ahc),5535 Columbia Pike,,,VA,,ARLINGTON,,,38.853752,-77.119362,,Charitable food-site,0,Real Food For Kids,AHC,Produce Kits,22204,Weekly,Tuesday, 5:00 PM,Year-round,Plant-based meals for the whole family made by restaurant chefs.,Open to AHC residents at this location. Contact AHC resident services to enroll.,1,1,0,1,0,0,0,1,1,0,0,Spanish,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 25B, 28A",Apartments,Weekly or more frequent,Open year-round,No,Open at or after 5:00 PM,Open to residents,Another restriction
46,Virginia Hospital Center Pediatrics,"3401 Columbia Pike, Suite 200",,,VA,,ARLINGTON,,,38.861366,-77.09211,,Charitable food-site,0,Real Food For Kids,Virginia Hospital Center Pediatric Clinic,Produce Kits,22204,Weekly,Tuesday, 5:00 PM,Year-round,Plant-based meals for the whole family made by restaurant chefs.,"Open to VHC Pediatrics clients. Contact provider, Jenny Reyes or Diana Rodriguez to enroll.",1,1,0,1,1,0,0,1,1,0,0,Spanish,0,,0,0,0,,"ART 41, 45, 75; Metrobus 10B, 16A/C/E/G/H, 23A/B/T",Misc,Weekly or more frequent,Open year-round,No,Open at or after 5:00 PM,Veterans only or other restriction,Another restriction
47,Abingdon Elementary School,3035 South Abingdon St.,,,VA,,ARLINGTON,,,38.838776,-77.097336,,Charitable food-site,0,Real Food For Kids,Abingdon Elementary School PTA,Produce Kits,22206,Weekly,Wednesday, 4:15 PM,Year-round,Meal kits with fresh produce and recipes that are enough to make 16 meals,"Open to Abingdon Elementary School families. Contact Abingdon school social worker, Margarita Zwisler, to sign up.",1,1,0,1,1,0,0,1,0,0,0,Spanish,0,,0,0,0,,,School,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving children only,Open to children/elders only
48,Carlin Springs Elementary Schools,5995 5th Rd S,,,VA,,ARLINGTON,,,38.86182,-77.131783,,Charitable food-site,0,Real Food For Kids,Carlin Springs Elementary Schools,Produce Kits,22204,Bi-weekly,Wednesday, 5:00 PM,Year-round,Meal kits with fresh produce and recipes that are enough to make 16 meals,Open to CSES famiiles only. Contact Carol Sabatino for more information,1,1,0,1,1,0,0,1,0,0,0,Spanish,0,,0,0,0,,,School,Weekly or more frequent,Open year-round,No,Open at or after 5:00 PM,Serving children only,Open to children/elders only
49,Central Place Plaza,1800 N. Lynn St,,,VA,,ARLINGTON,,,38.896114,-77.070847,,Charitable food-site,1,Rosslyn Farmer's Market,FreshFarm,Discount grocery pick-up site,22209,Weekly,Wednesday,3 - 7 PM,May 5 - Oct. 27,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.","Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,Rosslyn,"ART 43, 45, 55; Metrobus 4B, 5A, 38B",Misc,Weekly or more frequent,Not open year-round,No,Open at or after 5:00 PM,SNAP requirement,Requires having SNAP
50,Macedonia Baptist Church,3412 South 22nd St.,,,VA,,ARLINGTON,,,38.849884,-77.085304,,Charitable food-site,1,SHARE Food Network,,Discount grocery pick-up site,22204,Monthly,4th Saturday of the month, 8:00 AM,Year-round,MonthlyÃÂ value packagesÃÂ cost $22 and include $40-$45 worth of basic and healthy groceries; always four to six pounds of frozen proteins and eight to 12 poundsÃÂ of fresh fruits and vegetables. Additional specials are also available. SNAP can be used to pa,Open to all. Email or call Darlene Gilbert to sign up.,0,1,0,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 77, 84, 87; Metrobus 10B, 23A/B/T",Church/Mosque/Community Center,Less than weekly,Open year-round,Yes,Open typical business hours,Open to all,Open to all
51,Lomax Ame Zion Church,2704 24th Rd S,,,VA,,ARLINGTON,,,38.847946,-77.081642,,Charitable food-site,1,SHARE Food Network,,Discount grocery pick-up site,22206,Monthly,4th Saturday of the month,11:15 AM - 12:30 PM,Year-round,MonthlyÃÂ value packagesÃÂ cost $22 and include $40-$45 worth of basic and healthy groceries; always four to six pounds of frozen proteins and eight to 12 poundsÃÂ of fresh fruits and vegetables. Additional specials are also available. SNAP can be used to pa,Open to all.,0,1,0,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 75, 84, 87/A/P; Metrobus 10B, 23A/B/T",Church/Mosque/Community Center,Less than weekly,Open year-round,Yes,Open typical business hours,Open to all,Open to all
52,Walter Reed Community Center,2909 South 16th Street,,,VA,,ARLINGTON,,,38.857258,-77.085815,,Charitable food-site,0,Social 60+ CafÃÂ©,Department of Parks & Rec,Prepared meals/Meal kits,22204,Daily,Tuesday - Friday,Unknown,Year-round,"Designed to help older individuals remain independent and involved in their community by providing meals, transportation and related nutrition services.","Arlington County residents age 60 years or older and their spouses, regardless of income.",1,1,0,0,0,1,0,0,1,0,0,,0,,0,0,0,,"ART 51, 52, 55, 72; Metrobus 23A/T",Misc,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
53,Langston Brown Community Center,2121 N. Culpeper Street,,,VA,,ARLINGTON,,,38.895588,-77.126564,,Charitable food-site,0,Social 60+ CafÃÂ©,Department of Parks & Rec,Prepared meals/Meal kits,22207,Daily,Tuesday - Friday,Unknown,Year-round,"Designed to help older individuals remain independent and involved in their community by providing meals, transportation and related nutrition services.","Arlington County residents age 60 years or older and their spouses, regardless of income.",1,1,0,0,0,1,0,0,1,0,0,,0,,0,0,0,,"ART 51, 52, 55, 72; Metrobus 23A/T",Misc,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
54,St. Anthony Of Padua Catholic Church,3305 Glen Carlyn Rd,,,VA,,ARLINGTON,,,38.857468,-77.139145,,Charitable food-site,0,St. Anthony of Padua Catholic Church,,Food pantry,22041,Twice weekly,Monday & Wednesday,10 AM - 2 PM,Year-round,"Fresh veggies & fruits, meat or fish, canned food, cereals, pastries, bread, rice and beans. Monthly.",Open to all.,0,1,0,0,0,0,0,0,0,1,1,Spanish,1,,0,0,0,,"Metrobus 16 C/E, 28A",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
55,St. Charles Borromeo Catholic Church,3304 Washington Blvd,,,VA,,ARLINGTON,,,38.885963,-77.099159,,Charitable food-site,0,St. Charles Borromeo Catholic Church,,Food pantry,22201,Weekly,Tuesday,10 AM - 12 PM,Year-round,Shelf-stable food items.,Live within parish boundaries (Lee Hwy - Ballston),0,1,1,0,0,0,0,1,0,1,0,Spanish,0,,0,0,0,Clarendon,"ART 41, 42, 77; Metrobus 38B",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
56,St. George'S Episcopal Church,915 N. Oakland St,,,VA,,ARLINGTON,,,38.882023,-77.104446,,Charitable food-site,0,St. George's Episcopal Church,,Food pantry,22203,Twice weekly,Monday & Thursday,12 - 1 PM,Year-round,Shelf-stable food items. Toiletries available based on availability.,Open to all.,0,1,1,0,0,0,0,0,0,1,0,,0,,0,0,0,Virginia Square,"ART 41, 42, 51, 75; Metrobus 1A, 2A, 10B, 22A, 23A/B/T, 25B , 38B",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
